empId,property_code,ely,tdy,lte,uns,abs
632,HIL,0,0,5,0,0
2262,VAL,2,0,5,0,0
866,ABP,0,0,0,1,0
129,MER,0,1,0,1,1
521,PSL,0,0,0,11,0
528,PSL,0,0,0,10,0
434,RVB,0,0,0,7,0
613,ABP,0,0,0,1,0
115,MER,0,2,3,0,0
1408,AGB,4,0,0,0,0
2217,MER,0,0,0,10,0
233,AWH,0,1,0,2,4
404,ABP,0,1,8,0,0
389,ABP,2,0,8,0,0
492,WDL,0,0,8,1,0
2293,CCH,0,0,0,9,0
226,AWH,0,0,0,10,0
1276,HIL,0,0,5,0,0
1543,HIL,0,0,4,0,0
1924,VAL,0,0,0,8,0
2205,ABP,0,0,8,0,0
2128,MER,0,0,0,2,0
2177,GLN,0,0,0,10,0
955,RVB,0,0,0,11,0
2226,WDL,0,0,0,1,0
1877,VAL,0,0,7,0,0
220,AWH,0,0,0,10,0
2294,RVB,0,0,0,7,0
133,MER,0,0,0,1,0
2365,AWH,0,0,0,1,0
1464,VAL,1,0,1,1,0
282,CCH,0,0,0,3,0
185,VAL,1,0,4,0,0
354,MAY,0,0,3,2,1
2066,PSL,0,0,0,7,0
994,PSL,0,0,0,9,0
1922,VAL,0,0,1,0,0
2260,VAL,0,0,6,0,0
396,ABP,2,0,8,0,0
397,ABP,0,6,9,2,0
87,AGB,0,0,2,6,1
927,WDL,0,0,0,1,0
1472,MER,0,0,0,9,0
489,MAY,0,0,0,3,0
2135,PSL,0,0,0,10,0
1527,RVB,0,0,0,8,0
1855,HIL,0,0,6,1,0
213,AWH,0,4,0,2,0
1784,PSL,0,0,0,10,0
2184,CCH,4,0,5,0,0
1993,ABP,10,0,9,0,0
1495,MER,0,0,1,0,0
1340,RVB,0,0,0,4,0
616,ABP,0,0,0,1,0
1326,AWH,1,2,3,0,0
138,MER,1,0,2,0,0
976,RVB,0,0,0,3,0
1927,PSL,0,0,0,10,0
611,ABP,1,4,8,0,0
423,RVB,0,0,0,10,0
2202,VAL,1,0,5,1,0
488,MAY,0,0,0,5,0
1809,PSL,0,0,0,5,0
1899,PSL,0,0,0,11,0
1433,AWH,7,0,2,1,1
905,PSL,0,0,0,10,0
2320,GLN,0,0,0,6,0
2218,MER,0,0,0,2,0
402,ABP,0,0,3,1,0
2290,ABP,9,0,7,0,0
1338,AWH,0,0,0,10,0
1102,WDL,0,0,0,1,0
1440,RVB,0,0,0,8,0
154,VAL,0,0,2,0,0
283,CCH,0,5,2,0,0
2183,CCH,4,0,2,0,0
1827,CCH,0,1,3,0,0
1105,CCH,0,7,6,0,0
318,CCH,0,8,3,0,0
480,CCH,0,1,0,0,0
652,HIL,0,0,0,10,0
1576,CCH,0,1,0,0,0
2204,CCH,0,4,9,0,0
1466,GLN,1,0,0,0,0
2343,RVB,0,0,0,1,0
156,VAL,4,0,5,0,0
682,GLN,0,0,0,4,0
1733,PSL,0,0,0,8,0
2282,AGB,0,0,0,8,0
317,CCH,1,4,1,0,0
2286,VAL,1,0,7,0,0
191,VAL,0,0,0,1,0
2326,VAL,0,0,0,1,0
959,CCH,0,0,0,4,0
716,AWH,0,0,0,0,2
432,RVB,0,0,0,9,0
1199,ABP,3,0,4,0,0
1868,RVB,0,0,0,4,0
1002,RVB,0,0,0,1,0
1653,PSL,0,0,0,10,0
134,MER,0,0,0,1,1
135,MER,1,0,0,0,0
348,MAY,0,0,0,10,0
2104,HIL,3,0,8,1,0
1467,PSL,0,0,0,3,0
997,AWH,0,2,0,0,0
294,CCH,0,0,2,0,0
511,PSL,0,0,0,9,0
2331,AGB,0,0,0,8,0
1652,AWH,0,0,0,1,0
1831,AWH,0,0,0,3,0
523,PSL,0,0,0,10,0
1996,MAY,0,0,0,7,0
1812,VAL,9,0,0,0,0
195,VAL,0,0,2,0,0
739,MAY,0,0,0,7,0
2197,CCH,0,1,0,1,1
88,AGB,0,0,5,1,0
94,AGB,1,4,1,5,3
319,CCH,0,0,7,0,0
2141,MER,0,1,2,2,1
698,GLN,0,0,0,10,0
967,ABP,0,0,0,2,0
1255,RVB,0,0,0,7,0
139,MER,1,0,0,0,0
140,MER,0,0,0,0,6
1698,RVB,0,0,0,4,0
1903,MER,0,0,0,8,0
1950,VAL,1,0,4,1,0
503,WDL,4,0,1,0,0
462,RVB,0,0,0,7,0
2100,RVB,0,0,0,8,0
211,AWH,5,0,1,0,0
1041,WDL,0,0,0,1,0
216,AWH,0,0,3,0,0
474,AWH,7,0,3,0,1
176,VAL,0,0,5,0,0
2092,GLN,0,0,0,7,0
2139,VAL,1,0,6,0,0
763,WDL,0,3,8,0,0
417,MER,0,0,0,7,0
2255,GLN,0,0,0,9,0
112,MER,0,4,0,3,2
2132,MER,0,0,2,2,1
1163,AWH,0,0,0,10,0
1828,RVB,0,0,0,10,0
1496,MER,0,0,0,0,2
2010,CCH,0,1,1,0,0
184,VAL,6,0,5,1,0
1957,HIL,0,0,0,5,0
491,WDL,0,0,0,12,0
1734,ABP,0,0,6,0,0
224,AWH,10,0,9,0,2
2288,AGB,0,0,2,2,2
454,RVB,0,0,0,1,0
2300,ABP,6,0,6,0,0
1814,PSL,0,0,0,4,0
1516,WDL,0,0,0,1,0
2164,HIL,0,0,0,3,0
340,MAY,0,0,7,2,3
1746,GLN,1,0,0,1,0
1901,PSL,0,0,0,9,0
1884,VAL,0,0,0,6,0
2299,VAL,0,0,0,8,0
2208,RVB,0,0,0,4,0
1642,RVB,0,0,0,10,0
113,MER,0,0,0,6,1
1998,CCH,0,3,2,0,0
2203,AGB,0,0,0,8,0
411,AGB,0,0,1,0,0
258,CCH,0,0,0,1,0
2264,ABP,5,0,7,0,0
583,ABP,0,0,0,1,0
2328,VAL,2,0,4,0,0
2143,ABP,0,0,0,2,0
2252,GLN,0,0,0,6,0
236,AWH,0,0,0,1,0
465,AWH,0,0,2,0,0
1842,PSL,0,0,0,12,0
2362,PSL,0,0,0,7,0
1846,CCH,0,0,0,8,0
457,RVB,0,0,0,2,0
1364,VAL,0,0,4,0,0
913,WDL,0,0,0,2,0
2098,HIL,6,0,0,0,0
349,MAY,0,0,0,4,0
111,AGB,0,0,7,0,0
212,AWH,0,8,2,1,1
1981,AGB,0,0,0,8,0
2201,VAL,0,0,2,1,0
1271,WDL,0,0,0,1,0
424,RVB,0,0,0,8,0
435,RVB,0,0,0,10,0
1715,PSL,0,0,0,8,0
865,ABP,0,0,0,2,0
300,CCH,1,5,7,0,0
638,HIL,0,0,6,0,0
1043,ABP,8,0,6,0,0
254,AWH,0,0,6,0,0
239,AWH,0,0,0,10,0
878,ABP,0,0,0,2,0
2279,RVB,0,0,0,4,0
2298,ABP,5,1,3,1,0
1040,PSL,0,0,0,4,0
1095,AWH,0,0,0,5,0
472,AWH,0,8,9,0,0
2080,VAL,2,0,5,0,0
1152,PSL,0,0,0,7,0
