empId,property_code,ely,tdy,lte,uns,abs
362,MAY,0,2,1,2,0
313,CCH,0,0,0,9,0
2340,HIL,0,0,0,0,1
876,ABP,0,0,0,1,0
2095,ABP,0,0,0,1,0
394,ABP,0,0,0,2,0
395,ABP,2,0,8,0,0
2154,MAY,0,0,0,9,0
791,WDL,0,0,2,1,0
1885,ABP,0,0,0,1,0
2387,MER,0,0,0,5,0
158,VAL,0,0,5,0,0
2312,AGB,2,0,1,0,0
421,MER,0,2,2,0,0
597,ABP,0,0,1,1,0
339,MAY,0,0,0,6,0
2353,AWH,0,0,0,2,0
1823,GLN,0,0,2,5,4
303,CCH,0,0,0,4,0
1401,HIL,3,0,7,1,0
2054,RVB,0,0,0,1,0
2443,MER,0,0,0,7,0
1591,PSL,0,0,0,10,0
2097,HIL,0,0,6,0,0
169,VAL,3,0,0,0,0
2090,PSL,0,0,0,12,0
2057,WDL,0,0,0,1,0
2129,MER,0,1,0,3,0
2411,VAL,3,0,1,0,0
271,CCH,0,0,0,10,0
1450,CCH,0,0,0,8,0
680,GLN,0,0,4,2,2
100,AGB,0,0,0,0,1
1384,HIL,0,0,2,1,1
194,VAL,0,0,4,0,0
2231,WDL,0,0,0,1,0
407,ABP,1,4,9,1,0
2376,VAL,0,0,0,8,0
2335,ABP,7,1,6,0,0
2364,WDL,1,0,0,2,0
606,ABP,1,0,0,5,2
2402,HIL,0,0,2,0,0
123,MER,2,1,5,1,0
1247,MAY,0,0,0,0,1
1033,MER,1,0,3,6,0
1635,AGB,0,0,0,3,0
2377,HIL,0,0,3,0,1
324,CCH,0,0,0,11,0
2459,CCH,0,0,0,7,0
2059,VAL,1,0,0,0,0
437,RVB,0,0,0,9,0
471,AWH,4,0,1,6,1
2467,WDL,0,0,0,8,0
1813,MER,0,2,0,2,0
147,VAL,0,0,0,12,0
2449,VAL,0,0,2,0,0
209,AWH,0,3,3,0,0
1896,VAL,0,0,2,0,0
124,MER,0,4,0,4,0
499,WDL,0,0,3,0,0
1157,HIL,0,0,2,0,0
2488,PSL,0,0,0,1,0
208,AWH,0,0,0,0,9
2088,GLN,0,0,1,1,0
2211,WDL,0,0,3,0,0
343,MAY,0,0,0,4,0
2213,HIL,0,0,1,0,0
632,HIL,0,0,5,0,0
982,MAY,0,1,0,1,1
2412,WDL,0,0,0,1,0
2262,VAL,0,0,5,0,0
129,MER,1,2,0,1,1
521,PSL,0,0,0,11,0
434,RVB,0,0,0,6,0
613,ABP,0,0,0,1,0
115,MER,0,0,3,0,0
1408,AGB,4,0,3,1,0
2217,MER,0,0,0,7,0
233,AWH,0,0,0,0,6
404,ABP,0,0,8,0,0
389,ABP,5,0,10,0,0
492,WDL,0,1,7,1,0
2293,CCH,0,0,0,9,0
648,HIL,1,0,1,0,0
2408,HIL,0,0,2,0,0
226,AWH,0,0,0,5,0
1543,HIL,0,0,6,0,0
1924,VAL,0,0,0,8,0
2205,ABP,4,0,7,1,0
2128,MER,0,3,0,2,1
2177,GLN,0,0,0,6,0
955,RVB,0,0,0,11,0
871,WDL,1,0,0,0,0
2226,WDL,0,0,0,1,0
1877,VAL,0,0,7,0,0
220,AWH,0,0,0,11,0
1464,VAL,0,0,2,0,0
2170,MAY,0,0,0,6,0
185,VAL,0,0,2,0,0
354,MAY,0,7,7,0,2
2066,PSL,1,0,0,0,0
994,PSL,0,0,0,11,0
1922,VAL,0,0,1,0,0
396,ABP,2,0,4,1,0
397,ABP,1,9,11,0,0
2464,MAY,0,0,0,7,0
2407,AGB,0,0,0,8,0
87,AGB,0,0,5,2,3
760,WDL,0,0,0,1,0
1472,MER,0,0,0,10,0
2418,RVB,0,0,0,7,0
1771,RVB,0,0,0,1,0
489,MAY,0,0,0,9,0
2135,PSL,0,0,0,10,0
653,HIL,0,0,1,0,0
640,HIL,0,0,1,0,0
1527,RVB,0,0,0,9,0
2399,ABP,0,0,7,1,0
213,AWH,0,2,3,0,0
2024,VAL,0,0,2,0,0
168,VAL,1,0,1,0,0
1784,PSL,0,0,0,9,0
2474,MER,0,0,0,2,0
1993,ABP,5,0,7,1,0
1495,MER,0,0,1,0,0
1340,RVB,0,0,0,3,0
616,ABP,0,0,0,1,0
1326,AWH,0,0,0,6,0
138,MER,0,0,2,0,0
1927,PSL,0,0,0,10,0
2452,ABP,1,0,8,1,0
611,ABP,0,3,8,0,0
2374,VAL,2,0,0,0,0
2202,VAL,1,0,2,0,0
488,MAY,0,0,0,1,0
2162,WDL,0,0,0,1,0
1809,PSL,0,0,0,2,0
1899,PSL,0,0,0,10,0
1433,AWH,0,0,0,10,0
905,PSL,0,0,0,10,0
2320,GLN,0,2,2,1,1
402,ABP,0,0,0,1,0
2290,ABP,7,0,7,0,0
1338,AWH,0,0,0,10,0
1440,RVB,0,0,0,8,0
2460,HIL,0,0,2,1,0
283,CCH,0,0,0,1,0
1827,CCH,0,0,0,0,2
652,HIL,0,0,0,9,0
2390,GLN,0,0,3,3,0
1975,VAL,1,0,0,0,0
181,VAL,4,0,0,0,0
1445,HIL,0,0,1,0,0
156,VAL,5,0,4,0,0
682,GLN,0,0,0,4,0
1733,PSL,0,0,0,13,0
2438,CCH,0,0,0,3,0
2282,AGB,0,0,0,8,0
1346,WDL,0,0,0,0,1
2373,VAL,0,0,2,0,0
2286,VAL,0,0,7,0,0
191,VAL,1,0,0,1,0
2326,VAL,2,0,0,1,0
959,CCH,0,0,0,4,0
716,AWH,0,0,0,0,2
432,RVB,0,0,0,9,0
1199,ABP,2,1,3,0,0
1868,RVB,0,0,0,4,0
1002,RVB,0,0,0,7,0
1653,PSL,0,0,0,8,0
135,MER,3,0,0,0,0
348,MAY,0,0,0,5,0
779,WDL,0,0,1,0,0
2104,HIL,2,0,9,0,0
997,AWH,1,3,1,2,0
294,CCH,0,0,0,7,0
511,PSL,0,0,2,0,0
2331,AGB,1,1,2,2,1
1831,AWH,0,0,0,4,0
523,PSL,0,0,0,10,0
1996,MAY,0,0,0,9,0
2435,MAY,0,0,0,4,0
1812,VAL,0,0,0,9,0
195,VAL,0,0,1,0,0
2469,ABP,0,0,0,3,0
739,MAY,0,0,0,5,0
88,AGB,0,0,2,0,0
94,AGB,5,1,7,0,0
1962,WDL,0,0,0,1,0
698,GLN,0,0,0,9,0
2265,HIL,0,0,0,10,0
1255,RVB,0,0,0,6,0
139,MER,0,0,0,0,1
1698,RVB,0,0,0,5,0
1903,MER,0,0,0,9,0
1950,VAL,1,0,1,0,0
503,WDL,7,0,3,0,0
462,RVB,0,0,0,8,0
2100,RVB,0,0,0,8,0
211,AWH,6,3,0,0,0
2403,GLN,0,0,0,2,0
216,AWH,0,0,6,0,0
320,CCH,0,0,0,10,0
474,AWH,0,0,0,8,0
176,VAL,0,0,8,0,0
2348,WDL,0,0,3,0,0
2092,GLN,1,1,3,2,4
2139,VAL,1,0,2,0,0
763,WDL,0,2,8,0,0
417,MER,0,0,0,7,0
2255,GLN,0,0,5,1,0
112,MER,0,2,0,2,3
2132,MER,0,0,0,1,3
1163,AWH,0,0,0,9,0
1828,RVB,0,0,0,9,0
1866,WDL,0,0,0,1,0
1496,MER,0,0,0,1,1
2453,AGB,0,0,0,8,0
1039,HIL,0,0,0,11,0
184,VAL,7,0,4,0,0
400,ABP,0,0,0,2,0
2466,ABP,1,0,1,0,0
2463,MAY,0,0,0,6,0
1957,HIL,0,0,0,9,0
2266,HIL,0,0,1,0,0
491,WDL,0,0,0,9,0
2055,RVB,0,0,0,3,0
1979,ABP,0,0,0,1,0
224,AWH,5,0,5,0,2
2288,AGB,0,0,0,2,2
1999,AGB,1,0,0,0,3
1814,PSL,6,0,0,0,0
340,MAY,0,0,6,3,3
1746,GLN,2,0,3,0,0
1884,VAL,0,0,0,6,0
2195,WDL,1,0,1,0,0
2299,VAL,1,0,3,1,0
2208,RVB,0,0,0,2,0
1642,RVB,0,0,0,7,0
113,MER,0,0,0,9,0
2203,AGB,2,0,3,0,0
411,AGB,5,1,2,2,2
2264,ABP,3,0,7,0,0
583,ABP,0,0,0,1,0
2445,RVB,0,0,0,6,0
806,WDL,0,0,0,1,0
2328,VAL,0,0,5,0,0
2358,WDL,1,0,1,0,0
2143,ABP,0,0,0,1,0
335,MAY,7,0,6,1,3
2252,GLN,0,1,0,5,4
236,AWH,0,0,0,2,0
465,AWH,0,1,2,0,0
1842,PSL,0,0,0,13,0
2362,PSL,0,0,0,7,0
2444,RVB,0,0,0,1,0
1846,CCH,0,0,0,8,0
457,RVB,0,0,0,2,0
1364,VAL,0,0,2,0,0
913,WDL,0,0,0,5,0
2098,HIL,8,0,0,0,0
349,MAY,0,0,0,6,0
111,AGB,0,0,5,0,0
212,AWH,0,9,5,0,0
2470,HIL,0,0,1,1,0
1981,AGB,8,0,4,0,0
2357,WDL,0,1,1,0,0
2201,VAL,0,0,2,0,0
424,RVB,0,0,0,8,0
435,RVB,0,0,0,9,0
1715,PSL,0,0,0,7,0
2405,RVB,0,0,0,4,0
865,ABP,0,0,0,11,0
300,CCH,0,1,2,0,0
707,VAL,0,0,0,3,2
638,HIL,0,0,5,0,0
1043,ABP,9,1,8,0,0
622,ABP,1,0,0,0,0
2478,PSL,1,0,1,0,0
254,AWH,0,0,2,2,5
239,AWH,0,0,0,9,0
2298,ABP,3,0,8,0,0
1040,PSL,0,0,0,10,0
1095,AWH,0,0,0,3,0
472,AWH,0,10,9,0,0
1152,PSL,1,0,0,0,0
1055,PSL,0,0,0,9,0
1891,PSL,1,0,1,1,0
2375,VAL,1,0,2,0,0
644,HIL,0,1,0,0,0
1595,GLN,0,0,1,1,0
1391,ABP,0,1,9,0,0
861,MAY,0,0,0,4,0
1088,MER,0,4,2,2,2
816,HIL,0,0,0,9,0
2230,RVB,0,0,0,4,0
374,CCH,0,0,0,0,10
1193,MAY,0,0,0,0,4
375,AWH,0,0,0,0,5
639,HIL,0,0,0,11,0
2317,GLN,0,2,5,1,0
821,HIL,0,0,1,0,0
245,AWH,1,3,4,3,0
2140,MER,0,1,4,1,0
768,WDL,0,0,0,1,0
1572,PSL,0,0,0,0,2
143,MER,0,5,2,1,0
221,AWH,0,0,10,0,1
391,ABP,0,1,8,0,0
660,MER,0,0,0,9,0
771,WDL,0,0,1,0,0
2323,HIL,7,0,0,0,1
1758,MAY,0,0,0,4,0
1263,GLN,0,0,0,3,0
2420,PSL,0,0,0,9,0
2441,MER,0,0,0,6,0
1101,MER,0,0,0,5,7
2473,MER,0,0,0,3,0
2089,GLN,0,2,3,2,2
2235,WDL,0,0,1,0,0
1023,RVB,0,0,0,2,0
2161,HIL,0,0,4,0,0
708,VAL,7,0,6,0,0
108,AGB,2,2,7,0,0
1181,AWH,0,0,0,0,8
2400,PSL,0,0,0,6,0
2146,MAY,0,0,0,7,0
80,AGB,8,0,0,1,0
1034,AWH,0,0,0,2,0
1973,AGB,1,0,1,0,0
2339,RVB,0,0,0,8,0
2144,AWH,0,0,0,10,0
215,AWH,0,0,0,10,0
2334,AWH,0,0,0,10,0
1264,GLN,0,0,0,7,0
2316,GLN,0,0,0,6,0
219,AWH,0,0,0,10,0
683,GLN,0,0,2,0,0
2321,GLN,0,0,0,6,0
624,ABP,1,0,1,2,1
867,ABP,1,0,0,0,0
2388,MAY,0,0,0,5,0
2457,MAY,0,0,0,4,0
2338,AGB,0,0,0,3,0
810,HIL,0,0,4,0,1
2206,MAY,0,0,0,6,0
196,VAL,0,0,0,4,0
1286,MAY,0,0,0,1,0
2093,GLN,0,0,0,0,0
1707,VAL,4,0,0,0,0
1188,AWH,0,0,0,3,0
2028,MER,1,0,1,0,0
2448,MER,0,0,0,4,0
2222,RVB,0,0,0,5,0
864,ABP,0,2,8,0,0
807,WDL,0,0,3,0,0
780,WDL,0,0,2,1,0
1492,AWH,0,0,0,1,0
526,PSL,0,0,0,9,0
