empId,property_code,ely,tdy,lte,uns,abs
2215,RVB,0,0,0,2,0
2379,HIL,0,0,1,0,0
1373,CCH,1,5,6,0,0
2247,PSL,0,0,0,10,0
2342,RVB,0,0,0,6,0
2422,HIL,0,0,0,1,0
1406,HIL,0,0,2,0,0
925,AWH,1,0,4,0,1
2354,HIL,0,0,1,0,0
2105,PSL,0,0,0,10,0
1474,AWH,0,0,0,10,0
405,ABP,0,0,0,1,0
2076,VAL,1,0,2,1,0
422,RVB,0,0,0,1,0
2082,VAL,0,0,1,0,0
240,AWH,2,4,3,0,4
2267,OTH,0,0,0,7,0
1332,GLN,0,0,1,0,0
1296,RVB,0,0,0,11,0
1665,AWH,0,0,0,9,0
2194,GLN,0,0,0,9,0
2023,PSL,0,0,0,10,0
118,MER,0,0,0,4,0
2367,HIL,0,0,2,0,0
1330,RVB,0,0,0,1,0
630,HIL,0,0,4,0,0
116,MER,0,1,5,0,1
681,GLN,0,0,2,0,0
2392,CCH,0,1,2,1,0
854,PSL,0,0,0,9,0
137,MER,0,0,0,10,0
2277,PSL,0,0,0,10,0
473,AWH,0,5,8,0,0
246,AWH,8,0,4,1,0
1904,WDL,0,0,0,1,0
2210,AGB,0,0,0,4,0
668,RVB,0,0,0,3,0
1335,VAL,1,0,4,0,0
1872,AGB,0,0,7,0,0
2012,HIL,7,0,0,0,0
2030,WDL,0,0,0,1,0
285,CCH,7,0,5,1,0
252,AWH,0,3,1,3,2
467,AWH,8,0,6,0,2
164,VAL,1,0,7,0,0
587,ABP,1,1,1,3,0
468,AWH,0,0,5,0,0
197,VAL,0,0,4,0,0
579,ABP,2,0,3,0,0
1724,HIL,0,1,0,1,0
255,AWH,0,0,0,5,0
2313,MAY,0,0,0,10,0
1168,VAL,2,0,4,0,0
74,AGB,5,0,8,1,0
1669,MER,0,0,0,10,0
1624,MAY,0,0,0,6,0
2156,WDL,0,0,3,0,0
1736,GLN,4,1,5,1,0
153,VAL,0,0,3,0,0
2297,HIL,0,0,2,0,0
1768,WDL,0,3,4,0,0
813,HIL,0,0,1,0,1
1356,AGB,6,0,2,3,2
537,OTH,0,0,0,11,0
443,RVB,0,0,0,10,0
582,ABP,0,0,0,1,0
1641,RVB,0,0,0,9,0
1972,HIL,0,1,4,0,0
1934,GLN,0,0,0,0,1
2341,PSL,0,0,0,10,0
596,ABP,2,0,3,1,2
484,CCH,0,0,0,2,0
588,ABP,0,1,7,0,0
2389,RVB,0,0,0,3,0
1762,CCH,1,3,4,0,0
218,AWH,2,0,2,4,0
